time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_U1Pu;_LOAD___2_EC_transformer_U2Pu;_LOAD___2_EC_transformer_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_2_tapChanger_valueMin;TAP_CHANGER_LOAD_2_tapChanger_valueMax;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;TAP_CHANGER_LOAD_2_tapChanger_tap_value;TAP_CHANGER_LOAD_3_tapChanger_tap_value;TAP_CHANGER_LOCK_tapChangerBlocking_blockedD;TAP_CHANGER_LOCK_tapChangerBlocking_blockedT;TAP_CHANGER_LOCK_tapChangerBlocking_UMin;TAP_CHANGER_LOCK_tapChangerBlocking_state;
0.794204;1.060008;1.045054;69.690955;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055408;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.378508;39.969293;0.042077;0.000339;-0.005923;-16.656095;43.651501;25.011552;12.843412;17.550377;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999061;1.010014;0.999061;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.794460;1.060008;1.045054;69.690955;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055408;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.378436;39.969365;0.042073;0.000344;-0.005927;-16.656086;43.651486;25.011547;12.843413;17.550375;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999061;1.010014;0.999061;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.794972;1.060008;1.045054;69.690955;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055408;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.378291;39.969508;0.042063;0.000356;-0.005933;-16.656067;43.651456;25.011537;12.843416;17.550370;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999061;1.010014;0.999061;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.795996;1.060008;1.045054;69.690954;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055408;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.378002;39.969795;0.042044;0.000378;-0.005947;-16.656030;43.651396;25.011517;12.843420;17.550360;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999061;1.010014;0.999061;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.798044;1.060008;1.045054;69.690954;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055408;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.377427;39.970370;0.042005;0.000423;-0.005973;-16.655955;43.651277;25.011478;12.843430;17.550339;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999061;1.010014;0.999061;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.802140;1.060008;1.045054;69.690952;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055409;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.376283;39.971520;0.041917;0.000512;-0.006025;-16.655807;43.651040;25.011403;12.843448;17.550299;0.216994;0.120843;1.001404;1.045054;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.810332;1.060008;1.045055;69.690948;1.010014;1.017728;1.019583;1.070229;1.061547;1.089912;1.056015;1.051093;1.057073;1.055409;1.050597;1.035706;0.999999;1.000000;1.000000;1.000000;1.000000;232.374024;39.973821;0.041714;0.000684;-0.006123;-16.655515;43.650570;25.011263;12.843484;17.550219;0.216994;0.120843;1.001404;1.045055;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.826716;1.060008;1.045055;69.690940;1.010014;1.017728;1.019584;1.070229;1.061547;1.089912;1.056015;1.051093;1.057074;1.055409;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.369651;39.978405;0.041197;0.001004;-0.006297;-16.654947;43.649656;25.011030;12.843554;17.550066;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.828637;1.060008;1.045055;69.690939;1.010014;1.017728;1.019584;1.070229;1.061547;1.089912;1.056015;1.051093;1.057074;1.055409;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.369155;39.978937;0.041128;0.001039;-0.006316;-16.654882;43.649551;25.011007;12.843562;17.550049;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.828637;1.060008;1.045055;69.690939;1.010014;1.017728;1.019584;1.070229;1.061547;1.089912;1.056015;1.051093;1.057074;1.055409;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.369155;39.978937;0.041128;0.001039;-0.006316;-16.654882;43.649551;25.011007;12.843562;17.550049;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.828637;1.060008;1.045055;69.690939;1.010014;1.017728;1.019584;1.070229;1.061547;1.089912;1.056015;1.051093;1.057074;1.055409;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.369155;39.978937;0.041128;0.001039;-0.006316;-16.654882;43.649551;25.011007;12.843562;17.550049;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.834737;1.060008;1.045055;69.690936;1.010014;1.017728;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055409;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.367601;39.980617;0.040895;0.001147;-0.006371;-16.654677;43.649223;25.010937;12.843588;17.549994;0.216995;0.120843;1.001405;1.045055;1.001405;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.834737;1.060008;1.045055;69.690936;1.010014;1.017728;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055409;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.367601;39.980617;0.040895;0.001147;-0.006371;-16.654677;43.649223;25.010937;12.843588;17.549994;0.216995;0.120843;1.001405;1.045055;1.001405;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.834737;1.060008;1.045055;69.690936;1.010014;1.017728;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055409;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.367601;39.980617;0.040895;0.001147;-0.006371;-16.654677;43.649223;25.010937;12.843588;17.549994;0.216995;0.120843;1.001405;1.045055;1.001405;7.000000;0.942019;0.127202;0.999060;1.010014;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.859484;1.060009;1.045056;69.690921;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.361647;39.987309;0.039759;0.001527;-0.006550;-16.653882;43.647952;25.010740;12.843688;17.549780;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942019;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882377;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356826;39.993093;0.038492;0.001784;-0.006649;-16.653206;43.646894;25.010668;12.843785;17.549597;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882377;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356826;39.993093;0.038492;0.001784;-0.006649;-16.653206;43.646894;25.010668;12.843785;17.549597;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882378;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356826;39.993093;0.038492;0.001784;-0.006649;-16.653206;43.646894;25.010668;12.843785;17.549597;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882379;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356826;39.993094;0.038492;0.001784;-0.006649;-16.653206;43.646894;25.010668;12.843785;17.549597;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882381;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356825;39.993094;0.038492;0.001784;-0.006649;-16.653206;43.646893;25.010668;12.843785;17.549597;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882385;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356824;39.993095;0.038491;0.001784;-0.006649;-16.653206;43.646893;25.010668;12.843785;17.549596;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882393;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356823;39.993097;0.038491;0.001785;-0.006649;-16.653205;43.646893;25.010668;12.843785;17.549596;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882409;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356820;39.993101;0.038490;0.001785;-0.006649;-16.653205;43.646892;25.010668;12.843785;17.549596;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882441;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356813;39.993109;0.038488;0.001785;-0.006649;-16.653204;43.646891;25.010668;12.843786;17.549596;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882505;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356800;39.993126;0.038484;0.001786;-0.006649;-16.653202;43.646888;25.010668;12.843786;17.549596;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882633;1.060009;1.045056;69.690906;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356774;39.993158;0.038476;0.001787;-0.006649;-16.653199;43.646882;25.010668;12.843786;17.549595;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.882889;1.060009;1.045056;69.690905;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356722;39.993223;0.038460;0.001789;-0.006650;-16.653191;43.646871;25.010668;12.843787;17.549593;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.883401;1.060009;1.045056;69.690905;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356618;39.993353;0.038428;0.001794;-0.006652;-16.653176;43.646847;25.010668;12.843789;17.549589;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.884425;1.060009;1.045056;69.690904;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356410;39.993612;0.038363;0.001804;-0.006655;-16.653147;43.646802;25.010668;12.843794;17.549581;0.216995;0.120843;1.001405;1.045056;1.001405;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.886473;1.060009;1.045056;69.690903;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.356000;39.994127;0.038233;0.001823;-0.006660;-16.653089;43.646710;25.010668;12.843802;17.549565;0.216995;0.120843;1.001406;1.045056;1.001406;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.890569;1.060009;1.045056;69.690900;1.010013;1.017729;1.019584;1.070230;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.355196;39.995149;0.037967;0.001859;-0.006669;-16.652974;43.646531;25.010672;12.843818;17.549534;0.216995;0.120844;1.001406;1.045056;1.001406;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.898761;1.060009;1.045056;69.690893;1.010013;1.017729;1.019585;1.070231;1.061547;1.089911;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.353655;39.997150;0.037416;0.001922;-0.006680;-16.652749;43.646183;25.010689;12.843852;17.549474;0.216995;0.120844;1.001406;1.045056;1.001406;7.000000;0.942018;0.127202;0.999060;1.010013;0.999060;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.915145;1.060009;1.045057;69.690880;1.010013;1.017729;1.019585;1.070231;1.061547;1.089910;1.056015;1.051093;1.057075;1.055410;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.350853;40.000974;0.036239;0.002007;-0.006674;-16.652324;43.645535;25.010764;12.843921;17.549358;0.216995;0.120844;1.001406;1.045057;1.001406;7.000000;0.942018;0.127202;0.999059;1.010013;0.999059;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.947913;1.060009;1.045057;69.690851;1.010012;1.017729;1.019585;1.070231;1.061547;1.089910;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.346443;40.007801;0.033623;0.002026;-0.006557;-16.651574;43.644447;25.011067;12.844073;17.549144;0.216995;0.120844;1.001406;1.045057;1.001406;7.000000;0.942017;0.127202;0.999059;1.010012;0.999059;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.013449;1.060010;1.045058;69.690786;1.010011;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.342559;40.017734;0.027580;0.001554;-0.005964;-16.650502;43.643145;25.012215;12.844439;17.548782;0.216995;0.120844;1.001407;1.045058;1.001407;7.000000;0.942016;0.127201;0.999058;1.010011;0.999058;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.144521;1.060010;1.045057;69.690642;1.010009;1.017728;1.019584;1.070231;1.061546;1.089908;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.351229;40.023791;0.013871;-0.000176;-0.004183;-16.649894;43.643546;25.015975;12.845340;17.548263;0.216995;0.120844;1.001406;1.045057;1.001406;7.000000;0.942013;0.127201;0.999056;1.010009;0.999056;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.406665;1.060011;1.045055;69.690410;1.010006;1.017726;1.019582;1.070231;1.061544;1.089905;1.056014;1.051092;1.057074;1.055411;1.050599;1.035706;1.000001;1.000000;1.000000;1.000000;1.000000;232.390389;40.011462;-0.010419;-0.001721;-0.002142;-16.651453;43.648894;25.024235;12.846896;17.547683;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773230;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399462;40.003560;-0.011076;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773230;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399462;40.003560;-0.011076;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773231;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399462;40.003560;-0.011076;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773232;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399462;40.003560;-0.011076;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773234;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399462;40.003560;-0.011076;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773238;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399463;40.003560;-0.011077;-0.000668;-0.003177;-16.651869;43.650371;25.024854;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773246;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399464;40.003560;-0.011077;-0.000668;-0.003177;-16.651869;43.650371;25.024855;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773262;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399465;40.003559;-0.011077;-0.000668;-0.003177;-16.651869;43.650371;25.024855;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773294;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399468;40.003557;-0.011078;-0.000668;-0.003177;-16.651869;43.650372;25.024855;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.773358;1.060012;1.045055;69.690417;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399473;40.003554;-0.011080;-0.000668;-0.003177;-16.651870;43.650373;25.024856;12.847212;17.547328;0.216995;0.120843;1.001404;1.045055;1.001404;7.000000;0.942008;0.127200;0.999053;1.010006;0.999053;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
